;Name;leaning;type;url;X;X.1;domain
1052;Cheddar;Left-Center;reliable;https://cheddar.com;Left-Center;;cheddar
1053;Chico Times;Right-Center;questionable;https://chicotimes.com/;NA;NA;chicotimes
1054;Children’s Health Defense;NA;questionable;https://childrenshealthdefense.org/;NA;NA;childrenshealthdefense
1055;ChlorellaFactor.com;extreme right;questionable;https://chlorellafactor.com/;NA;NA;chlorellafactor
1056;Citizen Critics;left;reliable;https://citizencritics.org;Left;;citizencritics
1057;Citizen Truth;Left-Center;reliable;https://citizentruth.org;Left-Center;;citizentruth
1058;Clarion Project;extreme right;questionable;https://clarionproject.org/;extreme right;questionable;clarionproject
1059;Clean Technica;Left-Center;reliable;https://cleantechnica.com/;Left-Center;;cleantechnica
1060;Climate.News;extreme right;questionable;https://climate.news/;NA;NA;climate
1061;Climatism;NA;questionable;https://climatism.blog;;conspiracy-pseudoscience;climatism
1062;Clover Chronicle;extreme right;questionable;https://cloverchronicle.com;Extreme Right;questionable;cloverchronicle
1063;Coachella Today;Right-Center;questionable;https://coachellatoday.com/;NA;NA;coachellatoday
1064;Coconino News;Right-Center;questionable;https://coconinonews.com/;NA;NA;coconinonews
1065;Collapse.News;extreme right;questionable;https://collapse.news/;NA;NA;collapse
1066;Columbia Reports;Left-Center;reliable;https://colombiareports.com;Left-Center;;colombiareports
1067;Concerned Women for America;extreme right;questionable;https://concernedwomen.org/blog/;extreme right;questionable;concernedwomen
1068;Conservative Base;Right;reliable;https://conservativebase.com/;Right;;conservativebase
1069;Conservative Buzz;Right;questionable;https://conservativebuzz.com;NA;NA;conservativebuzz
1070;Conservative Daily Post;extreme right;questionable;https://conservativedailypost.com/;extreme right;questionable;conservativedailypost
1071;Conservative Media;extreme right;questionable;https://conservativemedia.com/;extreme right;questionable;conservativemedia
1072;The Conservative Papers;Right;questionable;https://conservativepapers.com/;NA;NA;conservativepapers
1073;Conservative Post;extreme right;questionable;https://conservativepost.com;extreme right;questionable;conservativepost
1074;Conservative Today;Right;questionable;https://conservativetoday.com;Right;;conservativetoday
1075;Conservatives Today;extreme right;questionable;https://conservativetoday.org/;NA;NA;conservativetoday
1076;Consortium News;Left-Center;reliable;https://consortiumnews.com/;least;;consortiumnews
1077;Constitution Daily;least;reliable;https://constitutioncenter.org;least;;constitutioncenter
1078;Consumerist;least;reliable;https://consumerist.com/;least;;consumerist
1079;Consumer Wellness Center;extreme right;questionable;https://consumerwellness.org/;NA;NA;consumerwellness
1080;CounterThink.com;extreme right;questionable;https://counterthink.com/;NA;NA;counterthink
1081;Crimeola;least;reliable;https://crimeola.com;least;;crimeola
1082;Crime Prevention Research Center;Right;reliable;https://crimeresearch.org/;Right;;crimeresearch
1083;CrimethInc;left;reliable;https://crimethinc.com/;Left;;crimethinc
1084;Crooked Media;left;reliable;https://crooked.com/;Left;;crooked
1085;CT Mirror;Left-Center;reliable;https://ctmirror.org/;Left-Center;;ctmirror
1086;The Daily Gazette;least;reliable;https://dailygazette.com;least;;dailygazette
1087;Daily Journal (Missouri);least;reliable;https://dailyjournalonline.com;least;;dailyjournalonline
1088;The Daily Northwestern;least;reliable;https://dailynorthwestern.com;least;;dailynorthwestern
1089;Daily Political Newswire;Right;questionable;https://dailypoliticalnewswire.com;extreme right;questionable;dailypoliticalnewswire
1090;Daily Stormer;extreme right;questionable;https://dailystormer.name/;extreme right;questionable;dailystormer
1091;DavidHarrisJr.com;extreme right;questionable;https://davidharrisjr.com/;NA;NA;davidharrisjr
1092;The DC Chronicle;Right;reliable;https://dc-chronicle.com;Right;;dc-chronicle
1093;DC Alert;extreme right;questionable;https://dcalert.com;NA;NA;dcalert
1094;D.C. Circuit Breaker;least;reliable;https://dccircuitbreaker.org;least;;dccircuitbreaker
1095;DC Dirty Laundry;extreme right;questionable;https://dcdirtylaundry.com;extreme right;questionable;dcdirtylaundry
1096;Deadspin;left;reliable;https://deadspin.com/;Left;;deadspin
1097;Decatur Times;Right-Center;questionable;https://decaturtimes.com/;NA;NA;decaturtimes
1098;Democracy Chronicles;left;reliable;https://democracychronicles.org;Left;;democracychronicles
1099;Distributed News;extreme right;questionable;https://distributednews.com/;NA;NA;distributednews
1100;DJHJ Media;extreme right;questionable;https://djhjmedia.com/;NA;NA;djhjmedia
1101;DNyuz;Right-Center;questionable;https://dnyuz.com/;NA;NA;dnyuz
1102;The Durango Herald;Right-Center;reliable;https://durangoherald.com;Right-Center;;durangoherald
1103;Dutch Review;Left-Center;reliable;https://dutchreview.com/;Left-Center;;dutchreview
1104;The Dworkin Report;left;reliable;https://dworkinreport.com;Left;;dworkinreport
1105;EarthJustice;Left-Center;reliable;https://earthjustice.org;Left-Center;;earthjustice
1106;East Alameda News;Right-Center;questionable;https://eastalamedanews.com/;NA;NA;eastalamedanews
1107;East Arizona News;Right-Center;questionable;https://eastarizonanews.com/;NA;NA;eastarizonanews
1108;East Contra Costa News;Right-Center;questionable;https://eastcontracostanews.com/;NA;NA;eastcontracostanews
1109;East Little Rock Times;Right-Center;questionable;https://eastlittlerocktimes.com/;NA;NA;eastlittlerocktimes
1110;East Central Alabama News;Right-Center;questionable;https://ecalabamanews.com/;NA;NA;ecalabamanews
1111;Econofact;Left-Center;reliable;https://econofact.org/;Left-Center;;econofact
1112;Egyptian Streets;Left-Center;reliable;https://egyptianstreets.com/;Left-Center;;egyptianstreets
1113;Electronic Intifada;left;reliable;https://electronicintifada.net/;Left;;electronicintifada
1114;Electroverse;NA;questionable;https://electroverse.net/;NA;NA;electroverse
1115;Fars News;Left-Center;questionable;https://en.farsnews.com/;NA;NA;farsnews
1116;Hawar News Agancy;extreme left;questionable;https://en.hawarnews.org/;NA;NA;hawarnews
1117;Mehr News Agency;Right;questionable;https://en.mehrnews.com;Right;;mehrnews
1118;WikiNews;least;reliable;https://en.wikinews.org/wiki/Main_Page;least;;wikinews
1119;Energy Citizens;Right;reliable;https://energycitizens.org/;Right;;energycitizens
1120;The Majalla;Right-Center;questionable;https://eng.majalla.com/;NA;NA;majalla
1121;Al Arabiya;Right-Center;questionable;https://english.alarabiya.net/;least;;alarabiya
1122;CCTV International (CCTV-9);Left-Center;questionable;https://english.cctv.com/;NA;NA;cctv
1123;Ethics and Public Policy Center (EPPC);Right-Center;reliable;https://eppc.org/;Right-Center;;eppc
1124;Eugenics.News;extreme right;questionable;https://eugenics.news/;NA;NA;eugenics
1125;EU Observer;Left-Center;reliable;https://euobserver.com/;Left-Center;;euobserver
1126;Every Legal Vote;extreme right;questionable;https://everylegalvote.com/;NA;NA;everylegalvote
1127;ExtraNewsFeed;left;reliable;https://extranewsfeed.com;Left;;extranewsfeed
1128;Fabiosa;NA;questionable;https://fabiosa.com/;NA;NA;fabiosa
1129;Facts Wanted;Right-Center;questionable;https://factswanted.com;Right-Center;questionable;factswanted
1130;FaithIt;Right;questionable;https://faithit.com/;NA;NA;faithit
1131;Far Left Watch;Right;reliable;https://farleftwatch.com;Right;;farleftwatch
1132;Fayetteville Standard;Right-Center;questionable;https://fayettevillestandard.com/;NA;NA;fayettevillestandard
1133;Federalist Society;Right;reliable;https://fedsoc.org/;Right;;fedsoc
1134;Foundation for Economic Education;Right-Center;reliable;https://fee.org/;Right-Center;;fee
1135;Feminist Frequency;Left-Center;reliable;https://feministfrequency.com/;Left-Center;;feministfrequency
1136;Washington News Press;extreme right;questionable;https://fibrohealthnews.com/;NA;NA;fibrohealthnews
1137;First Draft News;least;reliable;https://firstdraftnews.org/;least;;firstdraftnews
1138;Flag & Cross;extreme right;questionable;https://flagandcross.com/;NA;NA;flagandcross
1139;Food.News;extreme right;questionable;https://food.news/;NA;NA;food
1140;Foreign Policy;least;reliable;https://foreignpolicy.com/;least;;foreignpolicy
1141;Fort Smith Times;Right-Center;questionable;https://fortsmithtimes.com/;NA;NA;fortsmithtimes
1142;Washington Free Beacon;Right;reliable;https://freebeacon.com/;Right;;freebeacon
1143;Freedom.News;extreme right;questionable;https://freedom.news/;NA;NA;freedom
1144;Freedom House;Right-Center;reliable;https://freedomhouse.org/;Right-Center;;freedomhouse
1145;Freedom News and Journal;left;reliable;https://freedomnews.org.uk/;Left;;freedomnews
1146;Freedom News Report;Right;questionable;https://freedomnewsreport.com;Right;questionable;freedomnewsreport
1147;The Free Telegraph;Right;questionable;https://freetelegraph.com/;Right;questionable;freetelegraph
1148;MoveOn;left;questionable;https://front.moveon.org;NA;NA;moveon
1149;Gadsden Today;Right-Center;questionable;https://gadsdentoday.com/;NA;NA;gadsdentoday
1150;Geoengineering.News;extreme right;questionable;https://geoengineering.news/;NA;NA;geoengineering
1151;Ghost.Report;Right;questionable;https://ghost.report/;Right;questionable;ghost
1152;Girls Just Wanna Have guns;extreme right;questionable;https://girlsjustwannahaveguns.com/;NA;NA;girlsjustwannahaveguns
1153;Glitch.News;extreme right;questionable;https://glitch.news/;NA;NA;glitch
1154;Global News;Left-Center;reliable;https://globalnews.ca/;Left-Center;;globalnews
1155;Global Voices;left;reliable;https://globalvoices.org/;Left;;globalvoices
1156;Gnews;Right;questionable;https://gnews.org/;NA;NA;gnews
1157;Godfather Politics;extreme right;questionable;https://godfatherpolitics.com;extreme right;questionable;godfatherpolitics
1158;Goop.com;NA;questionable;https://goop.com/;NA;NA;goop
1159;Grand Canyon Times;Right-Center;questionable;https://grandcanyontimes.com/;NA;NA;grandcanyontimes
1160;Great American Politics;Right;reliable;https://greatamericanpolitics.com/;Right;;greatamericanpolitics
1161;Great American Republic;extreme right;questionable;https://greatamericanrepublic.com;Extreme Right;questionable;greatamericanrepublic
1162;Grit Post;left;reliable;https://gritpost.com;Left;;gritpost
1163;Hang The Bankers;extreme right;questionable;https://hangthebankers.com/;NA;NA;hangthebankers
1164;Hannity.com;extreme right;questionable;https://hannity.com/;NA;NA;hannity
1165;Harvard Business Review;least;reliable;https://hbr.org;least;;hbr
1166;Health.News;extreme right;questionable;https://health.news/;NA;NA;health
1167;The Health Ranger;extreme right;questionable;https://healthranger.com/;NA;NA;healthranger
1168;Health Ranger Report;extreme right;questionable;https://healthrangerreport.com/;NA;NA;healthrangerreport
1169;Herb;left;questionable;https://herb.co/;NA;NA;herb
1170;Here is the Evidence;Right;questionable;https://hereistheevidence.com/;NA;NA;hereistheevidence
1171;Heterodox Academy;Right-Center;reliable;https://heterodoxacademy.org;Right-Center;;heterodoxacademy
1172;Hill Reporter;left;reliable;https://hillreporter.com;Left;;hillreporter
1173;National Rifle Association;Right;questionable;https://home.nra.org/;NA;NA;nra
1174;Hoodsite;NA;questionable;https://hoodsite.com/;NA;NA;hoodsite
1175;Hot Springs Times;Right-Center;questionable;https://hotspringstimes.com/;NA;NA;hotspringstimes
1176;Huntsville Leader;Right-Center;questionable;https://huntsvilleleader.com/;NA;NA;huntsvilleleader
1177;Institute for Family Studies;Right;reliable;https://ifstudies.org;Right;;ifstudies
1178;iHarare;left;questionable;https://iharare.com/;NA;NA;iharare
1179;Independent Journal Review;least;reliable;https://ijr.com/;Right;;ijr
1180;Illicit Info;extreme right;questionable;https://illicitinfo.com;extreme right;questionable;illicitinfo
1181;I love my Freedom;extreme right;questionable;https://ilovemyfreedom.org/;NA;NA;ilovemyfreedom
1182;Independent Australia;Left-Center;reliable;https://independentaustralia.net/;Left-Center;;independentaustralia
1183;The Indypendent;left;reliable;https://indypendent.org;Left;;indypendent
1184;iNews;Left-Center;reliable;https://inews.co.uk/;Left-Center;;inews
1185;InfoGalactic;extreme right;questionable;https://infogalactic.com;extreme right;questionable;infogalactic
1186;Ingredients.News;extreme right;questionable;https://ingredients.news/;NA;NA;ingredients
1187;In Homeland Security;Right-Center;reliable;https://inhomelandsecurity.com;Right-Center;;inhomelandsecurity
1188;Inner Strength Zone;NA;questionable;https://innerstrength.zone/;NA;NA;innerstrength
1189;InsideClimate News;Left-Center;reliable;https://insideclimatenews.org/;Left-Center;;insideclimatenews
1190;Interior Alaska News;Right-Center;questionable;https://interioralaskanews.com/;NA;NA;interioralaskanews
1191;The News Lens;Right-Center;reliable;https://international.thenewslens.com/;Right-Center;;thenewslens
1192;Committee to Investigate Russia;Left-Center;reliable;https://investigaterussia.org;Left-Center;;investigaterussia
1193;Iowa Starting Line;left;reliable;https://iowastartingline.com;Left;;iowastartingline
1194;Institute on Taxation and Economic Policy (ITEP);Left-Center;reliable;https://itep.org/;Left-Center;;itep
1195;Independent Voter Network (IVN);least;reliable;https://ivn.us/;least;;ivn
1196;Jefferson Reporter;Right-Center;questionable;https://jeffersonreporter.com/;NA;NA;jeffersonreporter
1197;JoeBiden.News;extreme right;questionable;https://joebiden.news/;NA;NA;joebiden
1198;1440 Newsletter;least;reliable;https://join1440.com/;NA;NA;join1440
1199;Jonesboro Times;Right-Center;questionable;https://jonesborotimes.com/;NA;NA;jonesborotimes
1200;Judicial Crisis Network;Right;reliable;https://judicialnetwork.com/;Right;;judicialnetwork
1201;Knights Templar International;extreme right;questionable;https://knightstemplarinternational.com/;extreme right;questionable;knightstemplarinternational
1202;Knowhere;least;reliable;https://knowherenews.com;least;;knowherenews
1203;Kotaku;Left-Center;reliable;https://kotaku.com;Left-Center;;kotaku
1204;Last Frontier News;Right-Center;questionable;https://lastfrontiernews.com/;NA;NA;lastfrontiernews
1205;The Last Resistance;extreme right;questionable;https://lastresistance.com/;extreme right;questionable;lastresistance
1206;Latest.com;left;reliable;https://latest.com;Left;;latest
1207;Regina Leader-Post;Right-Center;reliable;https://leaderpost.com;Right-Center;;leaderpost
1208;Lead Stories;least;reliable;https://leadstories.com/;least;;leadstories
1209;LeftCult;extreme right;questionable;https://leftcult.com/;NA;NA;leftcult
1210;Left Foot Forward;left;reliable;https://leftfootforward.org/;Left;;leftfootforward
1211;Legal Insurrection;Right;reliable;https://legalinsurrection.com;Right;;legalinsurrection
1212;Liberty.News;extreme right;questionable;https://liberty.news;NA;NA;liberty
1213;Libtards.News;extreme right;questionable;https://libtards.news/;NA;NA;libtards
1214;Lifehacker;Left-Center;reliable;https://lifehacker.com/;Left-Center;;lifehacker
1215;Lima Charlie News;least;reliable;https://limacharlienews.com;least;;limacharlienews
